research_lane,operator_bucket,source_priority,league_id,league_name,team_name,player_name,issue_type,operator_action,source_url,source_domain,official_status,confidence,operator_verify_required,safe_next_action,notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,approved_marker_writes,publish_ready,publishing,paid_apis
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_FEDERATION_ROSTER,frauen_bundesliga_germany,Frauen-Bundesliga,1. FC Köln Women,,official_source_map,source_metadata_review_only,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-koeln-39074,datencenter.dfb.de,official_federation,high,no,Use as official source-map candidate for future manual player research; no asset action.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_FEDERATION_ROSTER,frauen_bundesliga_germany,Frauen-Bundesliga,1. FC Nürnberg Women,,official_source_map,source_metadata_review_only,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-nuernberg-29267,datencenter.dfb.de,official_federation,high,no,Use as official source-map candidate for future manual player research; no asset action.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_FEDERATION_ROSTER,frauen_bundesliga_germany,Frauen-Bundesliga,Bayer 04 Leverkusen Women,,official_source_map,source_metadata_review_only,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayer-04-leverkusen-21515,datencenter.dfb.de,official_federation,high,no,Use as official source-map candidate for future manual player research; no asset action.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_FEDERATION_ROSTER,frauen_bundesliga_germany,Frauen-Bundesliga,Eintracht Frankfurt Women,,official_source_map,source_metadata_review_only,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/eintracht-frankfurt-31426,datencenter.dfb.de,official_federation,high,no,Use as official source-map candidate for future manual player research; no asset action.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_FEDERATION_ROSTER,frauen_bundesliga_germany,Frauen-Bundesliga,FC Bayern Munich Women,,official_source_map,source_metadata_review_only,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayern-muenchen-208,datencenter.dfb.de,official_federation,high,no,Use as official source-map candidate for future manual player research; no asset action.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_FEDERATION_ROSTER,frauen_bundesliga_germany,Frauen-Bundesliga,FC Carl Zeiss Jena Women,,official_source_map,source_metadata_review_only,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/fc-carl-zeiss-jena-2237862,datencenter.dfb.de,official_federation,high,no,Use as official source-map candidate for future manual player research; no asset action.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_FEDERATION_ROSTER,frauen_bundesliga_germany,Frauen-Bundesliga,RB Leipzig Women,,official_source_map,source_metadata_review_only,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/rb-leipzig-2237175,datencenter.dfb.de,official_federation,high,no,Use as official source-map candidate for future manual player research; no asset action.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_FEDERATION_ROSTER,frauen_bundesliga_germany,Frauen-Bundesliga,SGS Essen,,official_source_map,source_metadata_review_only,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sgs-essen,datencenter.dfb.de,official_federation,high,no,Use as official source-map candidate for future manual player research; no asset action.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_FEDERATION_ROSTER,frauen_bundesliga_germany,Frauen-Bundesliga,SV Werder Bremen Women,,official_source_map,source_metadata_review_only,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sv-werder-bremen-29374,datencenter.dfb.de,official_federation,high,no,Use as official source-map candidate for future manual player research; no asset action.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_FEDERATION_ROSTER,frauen_bundesliga_germany,Frauen-Bundesliga,Union Berlin Women,,official_source_map,source_metadata_review_only,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-union-berlin-29398,datencenter.dfb.de,official_federation,high,no,Use as official source-map candidate for future manual player research; no asset action.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_FEDERATION_ROSTER,frauen_bundesliga_germany,Frauen-Bundesliga,VfL Wolfsburg Women,,official_source_map,source_metadata_review_only,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/vfl-wolfsburg-2085,datencenter.dfb.de,official_federation,high,no,Use as official source-map candidate for future manual player research; no asset action.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,frauen_bundesliga_germany,Frauen-Bundesliga,Hamburger SV Women,,official_source_map,source_metadata_review_only,https://www.hsv.de/profis/team-hsv-frauen/kader-hsv-frauen,hsv.de,official_team,medium,yes,Verify source page manually before using for player-level candidate intake.,Official HSV women roster page found outside DFB Datencenter; verify against DFB once 2026/27 pages settle.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_PAGE,frauen_bundesliga_germany,Frauen-Bundesliga,SC Freiburg Women,,official_source_map,source_metadata_review_only,https://www.scfreiburg.com/frauen,scfreiburg.com,official_team,medium_low,yes,Verify source page manually before using for player-level candidate intake.,Official women page found but parsed source was not a direct full roster; operator should locate current roster/profile path.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,frauen_bundesliga_germany,Frauen-Bundesliga,TSG Hoffenheim Women,,official_source_map,source_metadata_review_only,https://www.tsg-hoffenheim.de/teams/frauen/bundesliga/team,tsg-hoffenheim.de,official_team,medium,yes,Verify source page manually before using for player-level candidate intake.,Official club Bundesliga women team page; verify player-profile pattern manually.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,serie_a_women_italy,Serie A Women,AC Milan Women,,official_source_map,source_metadata_review_only,https://www.acmilan.com/en/teams/women-first-team/all,acmilan.com,official_team,high,yes,Verify source page manually before using for player-level candidate intake.,Official club roster/player listing; verify player-profile path before automated matching.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,serie_a_women_italy,Serie A Women,AS Roma Women,,official_source_map,source_metadata_review_only,https://www.asroma.com/en/women/players-and-staff,asroma.com,official_team,high,yes,Verify source page manually before using for player-level candidate intake.,Official club players-and-staff page; verify season rollover and profile paths.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,serie_a_women_italy,Serie A Women,Como Women,,official_source_map,source_metadata_review_only,https://comowomen.com/en/team-and-staff,comowomen.com,official_team,high,yes,Verify source page manually before using for player-level candidate intake.,Official team-and-staff page; verify profile paths.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_CLUB_ROSTER,serie_a_women_italy,Serie A Women,FC Internazionale Women,,official_source_map,source_metadata_review_only,https://www.inter.it/en/teams/inter-women,inter.it,official_team,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Inter Women page with player profile pattern visible from example player page.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,serie_a_women_italy,Serie A Women,Fiorentina Women,,official_source_map,source_metadata_review_only,https://www.acffiorentina.com/en/fiorentina-women,acffiorentina.com,official_team,medium_high,yes,Verify source page manually before using for player-level candidate intake.,Official Fiorentina Women page; verify current roster/profile paths.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_PAGE,serie_a_women_italy,Serie A Women,Genoa Women,,official_source_map,source_metadata_review_only,https://genoacfc.it/prima-squadra-femminile/,genoacfc.it,official_team,medium_low,yes,Verify source page manually before using for player-level candidate intake.,Official women page; parsed page emphasized calendar/classification more than full roster; verify 2026/27 status after 2025/26 changes.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,serie_a_women_italy,Serie A Women,Juventus Women,,official_source_map,source_metadata_review_only,https://www.juventus.com/en/teams/first-team-women/squad/,juventus.com,official_team,high,yes,Verify source page manually before using for player-level candidate intake.,Official Juventus Women squad page; verify profile URL pattern manually.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,serie_a_women_italy,Serie A Women,Lazio Women,,official_source_map,source_metadata_review_only,https://www.sslazio.it/it/team/lazio-prima-squadra-femminile/squadra,sslazio.it,official_team,high,yes,Verify source page manually before using for player-level candidate intake.,Official Lazio Women squad page; player profile pattern visible from site examples; verify each slug.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,serie_a_women_italy,Serie A Women,Napoli Femminile,,official_source_map,source_metadata_review_only,https://napolifemminile.it/rosa/,napolifemminile.it,official_team,high,yes,Verify source page manually before using for player-level candidate intake.,Official roster page; verify current-season status after summer updates.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,serie_a_women_italy,Serie A Women,Parma Women,,official_source_map,source_metadata_review_only,https://www.parmacalcio1913.com/prima-squadra-femminile/,parmacalcio1913.com,official_team,medium_high,yes,Verify source page manually before using for player-level candidate intake.,Official first-team women roster page found; verify dynamic player cards because parsed page exposes category anchors more than names.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_gray_area_manual_verification_only,P1_NON_OFFICIAL_ROSTER_BACKUP,serie_a_women_italy,Serie A Women,Sassuolo Women,,official_source_map,source_metadata_review_only,https://www.soccerdonna.de/en/us-sassuolo/startseite/verein_6329.html,soccerdonna.de,non_official_public_database,medium,yes,"Manual research only; no approval, download, or candidate-state writeback.",Official Sassuolo page was news/archive-heavy; Soccerdonna gives a 2025/26 squad candidate. Operator should reconcile with club sources.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_gray_area_manual_verification_only,P1_NON_OFFICIAL_ROSTER_BACKUP,serie_a_women_italy,Serie A Women,Ternana Women,,official_source_map,source_metadata_review_only,https://www.soccerdonna.de/en/ternana-women/kader/verein_7549.html,soccerdonna.de,non_official_public_database,medium,yes,"Manual research only; no approval, download, or candidate-state writeback.",Official Ternana Women homepage was current but roster path was not reliably parsed; Soccerdonna current squad is a backup candidate.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,arkema_premiere_ligue_france,Arkema Première Ligue,AS Saint-Etienne Women,,official_source_map,source_metadata_review_only,https://www.asse.fr/fr/feminines/saison-2025-2026/arkema-premiere-ligue,asse.fr,official_team,high,yes,Verify source page manually before using for player-level candidate intake.,Official ASSE Effectif Arkema PL page; URL path and page title carry season-label mismatch so verify current season before intake.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,arkema_premiere_ligue_france,Arkema Première Ligue,Dijon FCO Women,,official_source_map,source_metadata_review_only,https://www.dfco.fr/effectifs/division-1-feminine/,dfco.fr,official_team,high,yes,Verify source page manually before using for player-level candidate intake.,Official DFCO Division 1 féminine roster page; verify profile slugs manually.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,arkema_premiere_ligue_france,Arkema Première Ligue,FC Fleury 91 Women,,official_source_map,source_metadata_review_only,https://www.fcfleury91.fr/effectif-arkemapl,fcfleury91.fr,official_team,medium,yes,Verify source page manually before using for player-level candidate intake.,Official Effectif Arkema PL page but parsed title says 2024-2025; verify against current season pages.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,arkema_premiere_ligue_france,Arkema Première Ligue,FC Nantes Women,,official_source_map,source_metadata_review_only,https://www.fcnantes.com/feminines/20252026/effectifD1F.php,fcnantes.com,official_team,medium,yes,Verify source page manually before using for player-level candidate intake.,Official FC Nantes 2025/26 D1F roster URL candidate; page had limited parser access so verify in browser.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,arkema_premiere_ligue_france,Arkema Première Ligue,Le Havre AC Women,,official_source_map,source_metadata_review_only,https://hac.football/fr/players?competition=FD1,hac.football,official_team,high,yes,Verify source page manually before using for player-level candidate intake.,Official HAC Arkema Première Ligue players page reached from club menu; verify profile paths.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,arkema_premiere_ligue_france,Arkema Première Ligue,MHSC Feminines,,official_source_map,source_metadata_review_only,https://mhscfoot.com/en/effectif/2025-2026/d1-feminines/,mhscfoot.com,official_team,medium_high,yes,Verify source page manually before using for player-level candidate intake.,Official MHSC Féminine Pro 2025/26 team-and-staff page candidate; verify language/season variant before intake.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,arkema_premiere_ligue_france,Arkema Première Ligue,OL Lyonnes,,official_source_map,source_metadata_review_only,https://www.ol-lyonnes.com/saison-25-26/effectif/,ol-lyonnes.com,official_team,high,yes,Verify source page manually before using for player-level candidate intake.,Official OL Lyonnes 25-26 effectif page; verify 2026/27 transition updates.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,arkema_premiere_ligue_france,Arkema Première Ligue,Olympique Marseille Women,,official_source_map,source_metadata_review_only,https://www.om.fr/en/team/women,om.fr,official_team,high,yes,Verify source page manually before using for player-level candidate intake.,Official OM women team page; verify current roster and profile slugs manually.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,arkema_premiere_ligue_france,Arkema Première Ligue,Paris FC Women,,official_source_map,source_metadata_review_only,https://parisfc.fr/pro-femme/joueuses-staff/,parisfc.fr,official_team,high,yes,Verify source page manually before using for player-level candidate intake.,Official Paris FC pro féminine joueuses-and-staff page; verify player profile links and season rollover.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,arkema_premiere_ligue_france,Arkema Première Ligue,Paris Saint-Germain Women,,official_source_map,source_metadata_review_only,https://www.psg.fr/football-feminin/effectif,psg.fr,official_team,high,yes,Verify source page manually before using for player-level candidate intake.,Official PSG football féminin effectif page; verify player profile slugs manually.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,arkema_premiere_ligue_france,Arkema Première Ligue,RC Lens Women,,official_source_map,source_metadata_review_only,https://www.rclens.fr/fr/feminines/joueuses,rclens.fr,official_team,high,yes,Verify source page manually before using for player-level candidate intake.,Official RC Lens féminines joueuses page; verify after first elite-season squad updates.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,arkema_premiere_ligue_france,Arkema Première Ligue,RC Strasbourg Alsace Women,,official_source_map,source_metadata_review_only,https://www.rcstrasbourgalsace.fr/equipe-arkema-premiere-ligue-25-26/,rcstrasbourgalsace.fr,official_team,medium_high,yes,Verify source page manually before using for player-level candidate intake.,Official RC Strasbourg Arkema Première Ligue 25-26 team page; parser had limited access so verify roster details manually.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_gray_area_manual_verification_only,P2_NON_OFFICIAL_LEAGUE_BACKUP,wsl_england,Women's Super League,ALL_TEAMS_BACKUP,,official_source_map,source_metadata_review_only,https://www.soccerdonna.de/en/womens-super-league/startseite/wettbewerb_ENG1.html,soccerdonna.de,non_official_public_database,medium,yes,"Manual research only; no approval, download, or candidate-state writeback.",Backup only for official WSL parsing gaps or roster-history cross-checks.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_gray_area_manual_verification_only,P2_NON_OFFICIAL_LEAGUE_BACKUP,liga_f_spain,Liga F,ALL_TEAMS_BACKUP,,official_source_map,source_metadata_review_only,https://www.soccerdonna.de/en/primera-division-femenina/startseite/wettbewerb_ESP1.html,soccerdonna.de,non_official_public_database,medium,yes,"Manual research only; no approval, download, or candidate-state writeback.",Backup only for Liga F official parsing gaps or roster-history cross-checks.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_gray_area_manual_verification_only,P2_GRAY_AREA_LEAGUE_BACKUP,frauen_bundesliga_germany,Frauen-Bundesliga,ALL_TEAMS_BACKUP,,official_source_map,source_metadata_review_only,https://globalsportsarchive.com/en/soccer/competition/google-pixel-frauen-bundesliga-2025-2026/76011,globalsportsarchive.com,gray_area_public_source,low_medium,yes,"Manual research only; no approval, download, or candidate-state writeback.",Backup only where DFB/club pages are stale or hard to parse; operator must verify every player row.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_gray_area_manual_verification_only,P2_NON_OFFICIAL_LEAGUE_BACKUP,serie_a_women_italy,Serie A Women,ALL_TEAMS_BACKUP,,official_source_map,source_metadata_review_only,https://www.soccerdonna.de/en/serie-a-women/startseite/wettbewerb_IT1.html,soccerdonna.de,non_official_public_database,medium,yes,"Manual research only; no approval, download, or candidate-state writeback.",Backup only for Serie A Women club pages that are incomplete or hard to parse.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_gray_area_manual_verification_only,P2_GRAY_AREA_LEAGUE_BACKUP,arkema_premiere_ligue_france,Arkema Première Ligue,ALL_TEAMS_BACKUP,,official_source_map,source_metadata_review_only,https://globalsportsarchive.com/en/soccer/competition/arkema-premiere-ligue-2025-2026/76150,globalsportsarchive.com,gray_area_public_source,low_medium,yes,"Manual research only; no approval, download, or candidate-state writeback.",Backup only where official Arkema/team pages are incomplete or hard to parse; operator must verify every player row.,true,false,false,false,false,false,false,false,false
