focus_rank,focus_bucket,focus_reason_flags,priority_label,manual_action_group,source_tier,scope_id,league_id,team_id,team_name,player_name,issue_type,operator_action,source_priority,official_status,confidence,operator_verify_required,source_domain,source_candidate_url,candidate_entity_id,source_proof_status,identity_verification_status,official_profile_url,photo_candidate_status,action_photo_candidate_status,action_photo_starter_intake_file,source_priority_row_ref,triage_row_ref,candidate_action_row_ref,open_next_file,open_next_row_ref,why_row_matters,next_manual_action,do_not_do,download_approved,source_url,entity_id,rights_class,identity_confidence,intended_review_only_use,operator_decision,operator_notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,approved_marker_writes,publish_ready,auto_approval,auto_publish,move_files,paid_apis
34,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_LEAGUE_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,atl_tico_de_madrid,Atlético de Madrid,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/club-atletico-de-madrid-femenino/12279/plantilla/2026,atl_tico_de_madrid,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=70,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=70,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=70,Atlético de Madrid is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
35,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_LEAGUE_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,costa_adeje_tenerife,Costa Adeje Tenerife,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/ud-granadilla-tenerife-sur-femenino/12369/plantilla/2026,costa_adeje_tenerife,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=71,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=71,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=71,Costa Adeje Tenerife is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
36,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_LEAGUE_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,dux_logro_o,DUX Logroño,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/edf-logrono-femenina/51737/plantilla/2026,dux_logro_o,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=72,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=72,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=72,DUX Logroño is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
37,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_LEAGUE_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,deportivo_abanca,Deportivo Abanca,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/deportivo-femenino/8870/plantilla/2026,deportivo_abanca,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=73,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=73,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=73,Deportivo Abanca is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
38,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_LEAGUE_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,fc_badalona_women,FC Badalona Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/levante-las-planas-femenino/20435/plantilla/2026,fc_badalona_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=74,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=74,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=74,FC Badalona Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
39,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_LEAGUE_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,fc_barcelona,FC Barcelona,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/fc-barcelona-femenino/8852/plantilla/2026,fc_barcelona,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=75,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=75,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=75,FC Barcelona is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
40,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_LEAGUE_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,granada_cf,Granada CF,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/granada-cf-femenino/8909/plantilla/2026,granada_cf,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=76,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=76,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=76,Granada CF is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
41,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_LEAGUE_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,levante_ud,Levante UD,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/levante-ud-femenino/8859/plantilla/2026,levante_ud,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=77,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=77,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=77,Levante UD is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
42,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_LEAGUE_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,madrid_cff,Madrid CFF,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/madrid-cf-femenino/12358/plantilla/2026,madrid_cff,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=78,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=78,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=78,Madrid CFF is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
43,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_LEAGUE_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,rcd_espanyol_de_barcelona,RCD Espanyol de Barcelona,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/rcd-espanyol-femenino/8847/plantilla/2026,rcd_espanyol_de_barcelona,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=79,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=79,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=79,RCD Espanyol de Barcelona is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
44,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_LEAGUE_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,real_madrid_cf,Real Madrid CF,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/real-madrid-femenino/12364/plantilla/2026,real_madrid_cf,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=80,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=80,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=80,Real Madrid CF is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
45,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_LEAGUE_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,real_sociedad,Real Sociedad,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/real-sociedad-futbol-femenino/8843/plantilla/2026,real_sociedad,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=81,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=81,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=81,Real Sociedad is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
46,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_LEAGUE_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,sd_eibar,SD Eibar,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/eibar-femenino/66085/plantilla/2026,sd_eibar,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=82,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=82,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=82,SD Eibar is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
47,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_LEAGUE_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,sevilla_fc,Sevilla FC,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/sevilla-fc-femenino-esp/12280/plantilla/2026,sevilla_fc,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=83,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=83,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=83,Sevilla FC is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
48,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_FEDERATION_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,1_fc_k_ln_women,1. FC Köln Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-koeln-39074,1_fc_k_ln_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=84,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=84,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=84,1. FC Köln Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
49,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_FEDERATION_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,1_fc_n_rnberg_women,1. FC Nürnberg Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-nuernberg-29267,1_fc_n_rnberg_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=85,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=85,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=85,1. FC Nürnberg Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
50,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_FEDERATION_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,bayer_04_leverkusen_women,Bayer 04 Leverkusen Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayer-04-leverkusen-21515,bayer_04_leverkusen_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=86,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=86,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=86,Bayer 04 Leverkusen Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
51,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_FEDERATION_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,eintracht_frankfurt_women,Eintracht Frankfurt Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/eintracht-frankfurt-31426,eintracht_frankfurt_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=87,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=87,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=87,Eintracht Frankfurt Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
52,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_FEDERATION_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,fc_bayern_munich_women,FC Bayern Munich Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayern-muenchen-208,fc_bayern_munich_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=88,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=88,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=88,FC Bayern Munich Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
