research_next_rank,focus_rank,candidate_action_rank,scope_id,league_id,team_id,team_name,player_name,priority_label,focus_bucket,source_tier,source_domain,source_candidate_url,candidate_page_url_needed,evidence_url_needed,identity_anchor_url_needed,official_profile_url_needed,source_priority_row_ref,candidate_action_row_ref,operator_focus_row_ref,action_photo_starter_intake_file,research_return_intake_file,paste_fields_to_fill,candidate_ready_for_later_human_download_decision_review,manual_next_action,do_not_do,download_approved,source_url,entity_id,rights_class,identity_confidence,intended_review_only_use,operator_decision,operator_notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,approved_marker_writes,publish_ready,auto_approval,auto_publish,move_files,paid_apis
31,31,67,europe_top_flight,wsl_england,west_ham_united_women,West Ham United Women,,P0_OFFICIAL_LEAGUE_TEAM,2_p0_roster_or_source_verify,official_source_candidate,wslfootball.com,https://www.wslfootball.com/clubs/west-ham-united/squad,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=67,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=67,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=31,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
32,32,68,europe_top_flight,liga_f_spain,alhama_cf_elpozo,Alhama CF ElPozo,,P0_OFFICIAL_LEAGUE_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ligaf.es,https://ligaf.es/equipo/alhama-cf-femenino/20478/plantilla/2026,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=68,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=68,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=32,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
33,33,69,europe_top_flight,liga_f_spain,athletic_club,Athletic Club,,P0_OFFICIAL_LEAGUE_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ligaf.es,https://ligaf.es/equipo/athletic-club-femenino/8845/plantilla/2026,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=69,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=69,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=33,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
34,34,70,europe_top_flight,liga_f_spain,atl_tico_de_madrid,Atlético de Madrid,,P0_OFFICIAL_LEAGUE_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ligaf.es,https://ligaf.es/equipo/club-atletico-de-madrid-femenino/12279/plantilla/2026,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=70,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=70,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=34,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
35,35,71,europe_top_flight,liga_f_spain,costa_adeje_tenerife,Costa Adeje Tenerife,,P0_OFFICIAL_LEAGUE_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ligaf.es,https://ligaf.es/equipo/ud-granadilla-tenerife-sur-femenino/12369/plantilla/2026,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=71,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=71,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=35,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
36,36,72,europe_top_flight,liga_f_spain,dux_logro_o,DUX Logroño,,P0_OFFICIAL_LEAGUE_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ligaf.es,https://ligaf.es/equipo/edf-logrono-femenina/51737/plantilla/2026,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=72,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=72,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=36,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
37,37,73,europe_top_flight,liga_f_spain,deportivo_abanca,Deportivo Abanca,,P0_OFFICIAL_LEAGUE_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ligaf.es,https://ligaf.es/equipo/deportivo-femenino/8870/plantilla/2026,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=73,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=73,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=37,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
38,38,74,europe_top_flight,liga_f_spain,fc_badalona_women,FC Badalona Women,,P0_OFFICIAL_LEAGUE_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ligaf.es,https://ligaf.es/equipo/levante-las-planas-femenino/20435/plantilla/2026,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=74,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=74,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=38,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
39,39,75,europe_top_flight,liga_f_spain,fc_barcelona,FC Barcelona,,P0_OFFICIAL_LEAGUE_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ligaf.es,https://ligaf.es/equipo/fc-barcelona-femenino/8852/plantilla/2026,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=75,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=75,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=39,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
40,40,76,europe_top_flight,liga_f_spain,granada_cf,Granada CF,,P0_OFFICIAL_LEAGUE_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ligaf.es,https://ligaf.es/equipo/granada-cf-femenino/8909/plantilla/2026,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=76,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=76,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=40,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
41,41,77,europe_top_flight,liga_f_spain,levante_ud,Levante UD,,P0_OFFICIAL_LEAGUE_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ligaf.es,https://ligaf.es/equipo/levante-ud-femenino/8859/plantilla/2026,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=77,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=77,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=41,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
42,42,78,europe_top_flight,liga_f_spain,madrid_cff,Madrid CFF,,P0_OFFICIAL_LEAGUE_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ligaf.es,https://ligaf.es/equipo/madrid-cf-femenino/12358/plantilla/2026,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=78,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=78,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=42,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
43,43,79,europe_top_flight,liga_f_spain,rcd_espanyol_de_barcelona,RCD Espanyol de Barcelona,,P0_OFFICIAL_LEAGUE_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ligaf.es,https://ligaf.es/equipo/rcd-espanyol-femenino/8847/plantilla/2026,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=79,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=79,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=43,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
44,44,80,europe_top_flight,liga_f_spain,real_madrid_cf,Real Madrid CF,,P0_OFFICIAL_LEAGUE_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ligaf.es,https://ligaf.es/equipo/real-madrid-femenino/12364/plantilla/2026,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=80,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=80,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=44,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
45,45,81,europe_top_flight,liga_f_spain,real_sociedad,Real Sociedad,,P0_OFFICIAL_LEAGUE_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ligaf.es,https://ligaf.es/equipo/real-sociedad-futbol-femenino/8843/plantilla/2026,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=81,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=81,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=45,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
46,46,82,europe_top_flight,liga_f_spain,sd_eibar,SD Eibar,,P0_OFFICIAL_LEAGUE_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ligaf.es,https://ligaf.es/equipo/eibar-femenino/66085/plantilla/2026,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=82,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=82,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=46,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
47,47,83,europe_top_flight,liga_f_spain,sevilla_fc,Sevilla FC,,P0_OFFICIAL_LEAGUE_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ligaf.es,https://ligaf.es/equipo/sevilla-fc-femenino-esp/12280/plantilla/2026,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=83,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=83,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=47,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
48,48,84,europe_top_flight,frauen_bundesliga_germany,1_fc_k_ln_women,1. FC Köln Women,,P0_OFFICIAL_FEDERATION_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-koeln-39074,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=84,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=84,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=48,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
49,49,85,europe_top_flight,frauen_bundesliga_germany,1_fc_n_rnberg_women,1. FC Nürnberg Women,,P0_OFFICIAL_FEDERATION_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-nuernberg-29267,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=85,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=85,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=49,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
