source_priority_rank,source_review_bucket,source_candidate_level,research_lane,scope_id,league_id,league_name,team_id,team_name,player_name,issue_type,operator_action,source_priority,official_status,confidence,operator_verify_required,source_domain,source_candidate_url,linked_queue_bucket,linked_first_action_bucket,linked_missing_local_candidate_rows,render_readiness,safe_next_action,download_approved,source_url,entity_id,rights_class,identity_confidence,intended_review_only_use,operator_decision,operator_notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,approved_marker_writes,publish_ready,auto_approval,auto_publish,move_files,paid_apis
50,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,serie_a_women_italy,Serie A Women,como_women,Como Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,comowomen.com,https://comowomen.com/en/team-and-staff,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,como_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
51,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,serie_a_women_italy,Serie A Women,fiorentina_women,Fiorentina Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,medium_high,yes,acffiorentina.com,https://www.acffiorentina.com/en/fiorentina-women,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,fiorentina_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
52,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,serie_a_women_italy,Serie A Women,genoa_women,Genoa Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_PAGE,official_team,medium_low,yes,genoacfc.it,https://genoacfc.it/prima-squadra-femminile/,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,genoa_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
53,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,serie_a_women_italy,Serie A Women,juventus_women,Juventus Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,juventus.com,https://www.juventus.com/en/teams/first-team-women/squad/,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,juventus_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
54,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,serie_a_women_italy,Serie A Women,lazio_women,Lazio Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,sslazio.it,https://www.sslazio.it/it/team/lazio-prima-squadra-femminile/squadra,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,lazio_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
55,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,serie_a_women_italy,Serie A Women,napoli_femminile,Napoli Femminile,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,napolifemminile.it,https://napolifemminile.it/rosa/,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,napoli_femminile,,,,,,true,false,false,false,false,false,false,false,false,false,false
56,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,serie_a_women_italy,Serie A Women,parma_women,Parma Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,medium_high,yes,parmacalcio1913.com,https://www.parmacalcio1913.com/prima-squadra-femminile/,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,parma_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
57,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,arkema_premiere_ligue_france,Arkema Première Ligue,as_saint_etienne_women,AS Saint-Etienne Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,asse.fr,https://www.asse.fr/fr/feminines/saison-2025-2026/arkema-premiere-ligue,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,as_saint_etienne_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
58,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,arkema_premiere_ligue_france,Arkema Première Ligue,dijon_fco_women,Dijon FCO Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,dfco.fr,https://www.dfco.fr/effectifs/division-1-feminine/,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,dijon_fco_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
59,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,arkema_premiere_ligue_france,Arkema Première Ligue,fc_fleury_91_women,FC Fleury 91 Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,medium,yes,fcfleury91.fr,https://www.fcfleury91.fr/effectif-arkemapl,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,fc_fleury_91_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
60,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,arkema_premiere_ligue_france,Arkema Première Ligue,fc_nantes_women,FC Nantes Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,medium,yes,fcnantes.com,https://www.fcnantes.com/feminines/20252026/effectifD1F.php,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,fc_nantes_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
61,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,arkema_premiere_ligue_france,Arkema Première Ligue,le_havre_ac_women,Le Havre AC Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,hac.football,https://hac.football/fr/players?competition=FD1,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,le_havre_ac_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
62,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,arkema_premiere_ligue_france,Arkema Première Ligue,mhsc_feminines,MHSC Feminines,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,medium_high,yes,mhscfoot.com,https://mhscfoot.com/en/effectif/2025-2026/d1-feminines/,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,mhsc_feminines,,,,,,true,false,false,false,false,false,false,false,false,false,false
63,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,arkema_premiere_ligue_france,Arkema Première Ligue,ol_lyonnes,OL Lyonnes,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,ol-lyonnes.com,https://www.ol-lyonnes.com/saison-25-26/effectif/,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,ol_lyonnes,,,,,,true,false,false,false,false,false,false,false,false,false,false
64,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,arkema_premiere_ligue_france,Arkema Première Ligue,olympique_marseille_women,Olympique Marseille Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,om.fr,https://www.om.fr/en/team/women,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,olympique_marseille_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
65,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,arkema_premiere_ligue_france,Arkema Première Ligue,paris_fc_women,Paris FC Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,parisfc.fr,https://parisfc.fr/pro-femme/joueuses-staff/,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,paris_fc_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
66,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,arkema_premiere_ligue_france,Arkema Première Ligue,paris_saint_germain_women,Paris Saint-Germain Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,psg.fr,https://www.psg.fr/football-feminin/effectif,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,paris_saint_germain_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
67,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,arkema_premiere_ligue_france,Arkema Première Ligue,rc_lens_women,RC Lens Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,rclens.fr,https://www.rclens.fr/fr/feminines/joueuses,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,rc_lens_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
68,3_operator_verify_required_official,official_source_candidate,europe_official_source_map,europe_top_flight,arkema_premiere_ligue_france,Arkema Première Ligue,rc_strasbourg_alsace_women,RC Strasbourg Alsace Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,medium_high,yes,rcstrasbourgalsace.fr,https://www.rcstrasbourgalsace.fr/equipe-arkema-premiere-ligue-25-26/,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Open the official source page manually and confirm league/team/player identity before future intake.,no,,rc_strasbourg_alsace_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
69,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,wsl_england,Women's Super League,arsenal_women,Arsenal Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_TEAM,official_league,high,no,wslfootball.com,https://www.wslfootball.com/clubs/arsenal/squad,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,arsenal_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
70,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,wsl_england,Women's Super League,aston_villa_women,Aston Villa Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_TEAM,official_league,high,no,wslfootball.com,https://www.wslfootball.com/clubs/aston-villa/squad,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,aston_villa_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
71,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,wsl_england,Women's Super League,brighton_and_hove_albion_women,Brighton & Hove Albion Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_TEAM,official_league,high,no,wslfootball.com,https://www.wslfootball.com/clubs/brighton-hove-albion/squad,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,brighton_and_hove_albion_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
72,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,wsl_england,Women's Super League,chelsea_women,Chelsea Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_TEAM,official_league,high,no,wslfootball.com,https://www.wslfootball.com/clubs/chelsea/squad,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,chelsea_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
73,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,wsl_england,Women's Super League,everton_women,Everton Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_TEAM,official_league,high,no,wslfootball.com,https://www.wslfootball.com/clubs/everton/squad,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,everton_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
74,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,wsl_england,Women's Super League,leicester_city_women,Leicester City Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_TEAM,official_league,high,no,wslfootball.com,https://www.wslfootball.com/clubs/leicester-city/squad,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,leicester_city_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
75,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,wsl_england,Women's Super League,liverpool_women,Liverpool Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_TEAM,official_league,high,no,wslfootball.com,https://www.wslfootball.com/clubs/liverpool/squad,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,liverpool_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
76,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,wsl_england,Women's Super League,london_city_lionesses,London City Lionesses,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_TEAM,official_league,high,no,wslfootball.com,https://www.wslfootball.com/clubs/london-city-lionesses/squad,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,london_city_lionesses,,,,,,true,false,false,false,false,false,false,false,false,false,false
77,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,wsl_england,Women's Super League,manchester_city_women,Manchester City Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_TEAM,official_league,high,no,wslfootball.com,https://www.wslfootball.com/clubs/manchester-city/squad,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,manchester_city_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
78,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,wsl_england,Women's Super League,manchester_united_women,Manchester United Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_TEAM,official_league,high,no,wslfootball.com,https://www.wslfootball.com/clubs/manchester-united/squad,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,manchester_united_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
79,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,wsl_england,Women's Super League,tottenham_hotspur_women,Tottenham Hotspur Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_TEAM,official_league,high,no,wslfootball.com,https://www.wslfootball.com/clubs/tottenham-hotspur/squad,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,tottenham_hotspur_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
80,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,wsl_england,Women's Super League,west_ham_united_women,West Ham United Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_TEAM,official_league,high,no,wslfootball.com,https://www.wslfootball.com/clubs/west-ham-united/squad,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,west_ham_united_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
81,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,Liga F,alhama_cf_elpozo,Alhama CF ElPozo,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/alhama-cf-femenino/20478/plantilla/2026,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,16,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,alhama_cf_elpozo,,,,,,true,false,false,false,false,false,false,false,false,false,false
82,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,Liga F,athletic_club,Athletic Club,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/athletic-club-femenino/8845/plantilla/2026,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,16,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,athletic_club,,,,,,true,false,false,false,false,false,false,false,false,false,false
83,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,Liga F,atl_tico_de_madrid,Atlético de Madrid,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/club-atletico-de-madrid-femenino/12279/plantilla/2026,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,16,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,atl_tico_de_madrid,,,,,,true,false,false,false,false,false,false,false,false,false,false
84,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,Liga F,costa_adeje_tenerife,Costa Adeje Tenerife,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/ud-granadilla-tenerife-sur-femenino/12369/plantilla/2026,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,16,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,costa_adeje_tenerife,,,,,,true,false,false,false,false,false,false,false,false,false,false
85,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,Liga F,dux_logro_o,DUX Logroño,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/edf-logrono-femenina/51737/plantilla/2026,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,16,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,dux_logro_o,,,,,,true,false,false,false,false,false,false,false,false,false,false
86,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,Liga F,deportivo_abanca,Deportivo Abanca,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/deportivo-femenino/8870/plantilla/2026,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,16,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,deportivo_abanca,,,,,,true,false,false,false,false,false,false,false,false,false,false
87,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,Liga F,fc_badalona_women,FC Badalona Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/levante-las-planas-femenino/20435/plantilla/2026,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,16,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,fc_badalona_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
88,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,Liga F,fc_barcelona,FC Barcelona,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/fc-barcelona-femenino/8852/plantilla/2026,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,16,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,fc_barcelona,,,,,,true,false,false,false,false,false,false,false,false,false,false
89,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,Liga F,granada_cf,Granada CF,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/granada-cf-femenino/8909/plantilla/2026,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,16,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,granada_cf,,,,,,true,false,false,false,false,false,false,false,false,false,false
90,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,Liga F,levante_ud,Levante UD,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/levante-ud-femenino/8859/plantilla/2026,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,16,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,levante_ud,,,,,,true,false,false,false,false,false,false,false,false,false,false
91,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,Liga F,madrid_cff,Madrid CFF,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/madrid-cf-femenino/12358/plantilla/2026,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,16,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,madrid_cff,,,,,,true,false,false,false,false,false,false,false,false,false,false
92,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,Liga F,rcd_espanyol_de_barcelona,RCD Espanyol de Barcelona,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/rcd-espanyol-femenino/8847/plantilla/2026,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,16,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,rcd_espanyol_de_barcelona,,,,,,true,false,false,false,false,false,false,false,false,false,false
93,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,Liga F,real_madrid_cf,Real Madrid CF,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/real-madrid-femenino/12364/plantilla/2026,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,16,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,real_madrid_cf,,,,,,true,false,false,false,false,false,false,false,false,false,false
94,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,Liga F,real_sociedad,Real Sociedad,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/real-sociedad-futbol-femenino/8843/plantilla/2026,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,16,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,real_sociedad,,,,,,true,false,false,false,false,false,false,false,false,false,false
95,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,Liga F,sd_eibar,SD Eibar,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/eibar-femenino/66085/plantilla/2026,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,16,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,sd_eibar,,,,,,true,false,false,false,false,false,false,false,false,false,false
96,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,Liga F,sevilla_fc,Sevilla FC,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/sevilla-fc-femenino-esp/12280/plantilla/2026,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,16,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,sevilla_fc,,,,,,true,false,false,false,false,false,false,false,false,false,false
97,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,Frauen-Bundesliga,1_fc_k_ln_women,1. FC Köln Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-koeln-39074,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,14,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,1_fc_k_ln_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
98,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,Frauen-Bundesliga,1_fc_n_rnberg_women,1. FC Nürnberg Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-nuernberg-29267,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,14,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,1_fc_n_rnberg_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
