card_rank,card_priority,sport_family,sport_label,league_name,asset_domain,candidate_entity_id,display_name_or_lane,source_proof_placeholder,official_profile_source_url_placeholder,candidate_asset_photo_status,verification_status,quarantine_download_eligibility_status,next_manual_action,open_first_file,source_or_proof_to_open,source_priority_row_ref_or_filter,readiness_row_ref,review_board_to_open,manual_intake_file_to_open,future_download_intake_file,download_approved,source_url,entity_id,rights_class,identity_confidence,intended_review_only_use,operator_decision,operator_notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,logo_writes,segmentation_writes,approved_marker_writes,publish_ready,auto_approval,auto_publish,move_files,paid_apis,guardrail_note
NC23,P1_local_logo_candidate_before_logo_review,softball,Softball,Athletes Unlimited Softball League,logo,portland_cascade,portland_cascade,blank_until_human_opens_source_or_review_board,blank_until_human_records_official_profile_or_source_url,candidate_logo_missing_local_file_required,source_metadata_reviewed_visual_identity_waiting_for_local_candidate,not_eligible_generated_rows_no_download;human_edited_intake_required,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,data/asset_registry/softball/softball_logo_contact_sheet.md,https://theausl.com/cascade/,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=72;filter=sport_family=softball;asset_domain=logo;candidate_entity_id=portland_cascade,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=23,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_review_intake.csv,data/asset_registry/hockey_softball_quarantine_download_intake.csv,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,review-only next-action card; generated URL/decision/approval/download fields stay blank/no/false and download approval is not asset approval
NC24,P1_local_logo_candidate_before_logo_review,softball,Softball,Athletes Unlimited Softball League,logo,texas_volts,texas_volts,blank_until_human_opens_source_or_review_board,blank_until_human_records_official_profile_or_source_url,candidate_logo_missing_local_file_required,source_metadata_reviewed_visual_identity_waiting_for_local_candidate,not_eligible_generated_rows_no_download;human_edited_intake_required,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,data/asset_registry/softball/softball_logo_contact_sheet.md,https://theausl.com/volts/,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=73;filter=sport_family=softball;asset_domain=logo;candidate_entity_id=texas_volts,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=24,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_review_intake.csv,data/asset_registry/hockey_softball_quarantine_download_intake.csv,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,review-only next-action card; generated URL/decision/approval/download fields stay blank/no/false and download approval is not asset approval
NC25,P1_local_logo_candidate_before_logo_review,softball,Softball,Athletes Unlimited Softball League,logo,utah_talons,utah_talons,blank_until_human_opens_source_or_review_board,blank_until_human_records_official_profile_or_source_url,candidate_logo_missing_local_file_required,source_metadata_reviewed_visual_identity_waiting_for_local_candidate,not_eligible_generated_rows_no_download;human_edited_intake_required,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,data/asset_registry/softball/softball_logo_contact_sheet.md,https://theausl.com/talons/,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=74;filter=sport_family=softball;asset_domain=logo;candidate_entity_id=utah_talons,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=25,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_review_intake.csv,data/asset_registry/hockey_softball_quarantine_download_intake.csv,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,review-only next-action card; generated URL/decision/approval/download fields stay blank/no/false and download approval is not asset approval
NC26,P1_local_logo_candidate_before_logo_review,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,boston_fleet,boston_fleet,blank_until_human_opens_source_or_review_board,blank_until_human_records_official_profile_or_source_url,candidate_logo_missing_local_file_required,source_metadata_reviewed_visual_identity_waiting_for_local_candidate,not_eligible_generated_rows_no_download;human_edited_intake_required,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,https://www.thepwhl.com/en/teams/boston-fleet,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=55;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=boston_fleet,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=26,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,data/asset_registry/hockey_softball_quarantine_download_intake.csv,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,review-only next-action card; generated URL/decision/approval/download fields stay blank/no/false and download approval is not asset approval
NC27,P1_local_logo_candidate_before_logo_review,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,detroit,detroit,blank_until_human_opens_source_or_review_board,blank_until_human_records_official_profile_or_source_url,candidate_logo_missing_local_file_required,source_metadata_reviewed_visual_identity_waiting_for_local_candidate,not_eligible_generated_rows_no_download;human_edited_intake_required,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,https://www.thepwhl.com/en/teams/detroit,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=56;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=detroit,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=27,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,data/asset_registry/hockey_softball_quarantine_download_intake.csv,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,review-only next-action card; generated URL/decision/approval/download fields stay blank/no/false and download approval is not asset approval
NC28,P1_local_logo_candidate_before_logo_review,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,hamilton,hamilton,blank_until_human_opens_source_or_review_board,blank_until_human_records_official_profile_or_source_url,candidate_logo_missing_local_file_required,source_metadata_reviewed_visual_identity_waiting_for_local_candidate,not_eligible_generated_rows_no_download;human_edited_intake_required,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,https://www.thepwhl.com/en/teams/hamilton,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=57;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=hamilton,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=28,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,data/asset_registry/hockey_softball_quarantine_download_intake.csv,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,review-only next-action card; generated URL/decision/approval/download fields stay blank/no/false and download approval is not asset approval
NC29,P1_local_logo_candidate_before_logo_review,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,las_vegas,las_vegas,blank_until_human_opens_source_or_review_board,blank_until_human_records_official_profile_or_source_url,candidate_logo_missing_local_file_required,source_metadata_reviewed_visual_identity_waiting_for_local_candidate,not_eligible_generated_rows_no_download;human_edited_intake_required,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,https://www.thepwhl.com/en/teams/las-vegas,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=58;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=las_vegas,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=29,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,data/asset_registry/hockey_softball_quarantine_download_intake.csv,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,review-only next-action card; generated URL/decision/approval/download fields stay blank/no/false and download approval is not asset approval
NC30,P1_local_logo_candidate_before_logo_review,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,minnesota_frost,minnesota_frost,blank_until_human_opens_source_or_review_board,blank_until_human_records_official_profile_or_source_url,candidate_logo_missing_local_file_required,source_metadata_reviewed_visual_identity_waiting_for_local_candidate,not_eligible_generated_rows_no_download;human_edited_intake_required,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,https://www.thepwhl.com/en/teams/minnesota-frost,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=59;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=minnesota_frost,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=30,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,data/asset_registry/hockey_softball_quarantine_download_intake.csv,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,review-only next-action card; generated URL/decision/approval/download fields stay blank/no/false and download approval is not asset approval
NC31,P1_local_logo_candidate_before_logo_review,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,montreal_victoire,montreal_victoire,blank_until_human_opens_source_or_review_board,blank_until_human_records_official_profile_or_source_url,candidate_logo_missing_local_file_required,source_metadata_reviewed_visual_identity_waiting_for_local_candidate,not_eligible_generated_rows_no_download;human_edited_intake_required,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,https://www.thepwhl.com/en/teams/montreal-victoire,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=60;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=montreal_victoire,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=31,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,data/asset_registry/hockey_softball_quarantine_download_intake.csv,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,review-only next-action card; generated URL/decision/approval/download fields stay blank/no/false and download approval is not asset approval
NC32,P1_local_logo_candidate_before_logo_review,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,new_york_sirens,new_york_sirens,blank_until_human_opens_source_or_review_board,blank_until_human_records_official_profile_or_source_url,candidate_logo_missing_local_file_required,source_metadata_reviewed_visual_identity_waiting_for_local_candidate,not_eligible_generated_rows_no_download;human_edited_intake_required,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,https://www.thepwhl.com/en/teams/new-york-sirens,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=61;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=new_york_sirens,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=32,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,data/asset_registry/hockey_softball_quarantine_download_intake.csv,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,review-only next-action card; generated URL/decision/approval/download fields stay blank/no/false and download approval is not asset approval
NC33,P1_local_logo_candidate_before_logo_review,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,ottawa_charge,ottawa_charge,blank_until_human_opens_source_or_review_board,blank_until_human_records_official_profile_or_source_url,candidate_logo_missing_local_file_required,source_metadata_reviewed_visual_identity_waiting_for_local_candidate,not_eligible_generated_rows_no_download;human_edited_intake_required,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,https://www.thepwhl.com/en/teams/ottawa-charge,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=62;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=ottawa_charge,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=33,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,data/asset_registry/hockey_softball_quarantine_download_intake.csv,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,review-only next-action card; generated URL/decision/approval/download fields stay blank/no/false and download approval is not asset approval
NC34,P1_local_logo_candidate_before_logo_review,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,pwhl,pwhl,blank_until_human_opens_source_or_review_board,blank_until_human_records_official_profile_or_source_url,candidate_logo_missing_local_file_required,source_metadata_reviewed_visual_identity_waiting_for_local_candidate,not_eligible_generated_rows_no_download;human_edited_intake_required,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,https://www.thepwhl.com/en/,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=63;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=pwhl,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=34,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,data/asset_registry/hockey_softball_quarantine_download_intake.csv,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,review-only next-action card; generated URL/decision/approval/download fields stay blank/no/false and download approval is not asset approval
NC35,P1_local_logo_candidate_before_logo_review,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,san_jose,san_jose,blank_until_human_opens_source_or_review_board,blank_until_human_records_official_profile_or_source_url,candidate_logo_missing_local_file_required,source_metadata_reviewed_visual_identity_waiting_for_local_candidate,not_eligible_generated_rows_no_download;human_edited_intake_required,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,https://www.thepwhl.com/en/teams/san-jose,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=64;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=san_jose,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=35,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,data/asset_registry/hockey_softball_quarantine_download_intake.csv,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,review-only next-action card; generated URL/decision/approval/download fields stay blank/no/false and download approval is not asset approval
NC36,P1_local_logo_candidate_before_logo_review,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,seattle_torrent,seattle_torrent,blank_until_human_opens_source_or_review_board,blank_until_human_records_official_profile_or_source_url,candidate_logo_missing_local_file_required,source_metadata_reviewed_visual_identity_waiting_for_local_candidate,not_eligible_generated_rows_no_download;human_edited_intake_required,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,https://www.thepwhl.com/en/teams/seattle-torrent,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=65;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=seattle_torrent,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=36,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,data/asset_registry/hockey_softball_quarantine_download_intake.csv,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,review-only next-action card; generated URL/decision/approval/download fields stay blank/no/false and download approval is not asset approval
NC37,P1_local_logo_candidate_before_logo_review,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,toronto_sceptres,toronto_sceptres,blank_until_human_opens_source_or_review_board,blank_until_human_records_official_profile_or_source_url,candidate_logo_missing_local_file_required,source_metadata_reviewed_visual_identity_waiting_for_local_candidate,not_eligible_generated_rows_no_download;human_edited_intake_required,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,https://www.thepwhl.com/en/teams/toronto-sceptres,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=66;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=toronto_sceptres,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=37,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,data/asset_registry/hockey_softball_quarantine_download_intake.csv,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,review-only next-action card; generated URL/decision/approval/download fields stay blank/no/false and download approval is not asset approval
NC38,P1_local_logo_candidate_before_logo_review,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,vancouver_goldeneyes,vancouver_goldeneyes,blank_until_human_opens_source_or_review_board,blank_until_human_records_official_profile_or_source_url,candidate_logo_missing_local_file_required,source_metadata_reviewed_visual_identity_waiting_for_local_candidate,not_eligible_generated_rows_no_download;human_edited_intake_required,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,https://www.thepwhl.com/en/teams/vancouver-goldeneyes,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=67;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=vancouver_goldeneyes,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=38,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,data/asset_registry/hockey_softball_quarantine_download_intake.csv,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,review-only next-action card; generated URL/decision/approval/download fields stay blank/no/false and download approval is not asset approval
