priority,sport_family,sport_label,asset_domain,entity_id,display_name,candidate_id,review_state,board_to_open,contact_sheet_to_open,intake_to_fill,source_url,local_asset_path,local_asset_present,current_source_reviewed,current_identity_status,fields_to_fill_after_manual_review,fields_to_keep_blank_until_review,fields_that_must_remain_hold,next_human_action,guardrail_note
A14,womens_hockey,Women's Hockey,athlete_photo,minnesota_frost,operator_add_player_from_team_profile_source,minnesota_frost_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/minnesota_frost.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/teams/minnesota-frost,assets/leagues/womens_hockey/pwhl/athletes/minnesota_frost/minnesota_frost_team_profile_source_candidate_02/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A15,womens_hockey,Women's Hockey,athlete_photo,minnesota_frost,operator_add_player_from_league_player_index,minnesota_frost_league_player_index_candidate_03,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/minnesota_frost.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/stats/player-stats,assets/leagues/womens_hockey/pwhl/athletes/minnesota_frost/minnesota_frost_league_player_index_candidate_03/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A16,womens_hockey,Women's Hockey,athlete_photo,montreal_victoire,operator_add_player_from_team_roster,montreal_victoire_roster_source_candidate_01,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/montreal_victoire.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/teams/montreal-victoire/roster,assets/leagues/womens_hockey/pwhl/athletes/montreal_victoire/montreal_victoire_roster_source_candidate_01/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A17,womens_hockey,Women's Hockey,athlete_photo,montreal_victoire,operator_add_player_from_team_profile_source,montreal_victoire_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/montreal_victoire.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/teams/montreal-victoire,assets/leagues/womens_hockey/pwhl/athletes/montreal_victoire/montreal_victoire_team_profile_source_candidate_02/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A18,womens_hockey,Women's Hockey,athlete_photo,montreal_victoire,operator_add_player_from_league_player_index,montreal_victoire_league_player_index_candidate_03,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/montreal_victoire.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/stats/player-stats,assets/leagues/womens_hockey/pwhl/athletes/montreal_victoire/montreal_victoire_league_player_index_candidate_03/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A19,womens_hockey,Women's Hockey,athlete_photo,new_york_sirens,operator_add_player_from_team_roster,new_york_sirens_roster_source_candidate_01,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/new_york_sirens.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/teams/new-york-sirens/roster,assets/leagues/womens_hockey/pwhl/athletes/new_york_sirens/new_york_sirens_roster_source_candidate_01/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A20,womens_hockey,Women's Hockey,athlete_photo,new_york_sirens,operator_add_player_from_team_profile_source,new_york_sirens_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/new_york_sirens.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/teams/new-york-sirens,assets/leagues/womens_hockey/pwhl/athletes/new_york_sirens/new_york_sirens_team_profile_source_candidate_02/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A21,womens_hockey,Women's Hockey,athlete_photo,new_york_sirens,operator_add_player_from_league_player_index,new_york_sirens_league_player_index_candidate_03,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/new_york_sirens.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/stats/player-stats,assets/leagues/womens_hockey/pwhl/athletes/new_york_sirens/new_york_sirens_league_player_index_candidate_03/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A22,womens_hockey,Women's Hockey,athlete_photo,ottawa_charge,operator_add_player_from_team_roster,ottawa_charge_roster_source_candidate_01,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/ottawa_charge.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/teams/ottawa-charge/roster,assets/leagues/womens_hockey/pwhl/athletes/ottawa_charge/ottawa_charge_roster_source_candidate_01/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A23,womens_hockey,Women's Hockey,athlete_photo,ottawa_charge,operator_add_player_from_team_profile_source,ottawa_charge_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/ottawa_charge.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/teams/ottawa-charge,assets/leagues/womens_hockey/pwhl/athletes/ottawa_charge/ottawa_charge_team_profile_source_candidate_02/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A24,womens_hockey,Women's Hockey,athlete_photo,ottawa_charge,operator_add_player_from_league_player_index,ottawa_charge_league_player_index_candidate_03,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/ottawa_charge.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/stats/player-stats,assets/leagues/womens_hockey/pwhl/athletes/ottawa_charge/ottawa_charge_league_player_index_candidate_03/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A25,womens_hockey,Women's Hockey,athlete_photo,san_jose,operator_add_player_from_team_roster,san_jose_roster_source_candidate_01,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/san_jose.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/teams/san-jose/roster,assets/leagues/womens_hockey/pwhl/athletes/san_jose/san_jose_roster_source_candidate_01/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A26,womens_hockey,Women's Hockey,athlete_photo,san_jose,operator_add_player_from_team_profile_source,san_jose_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/san_jose.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/teams/san-jose,assets/leagues/womens_hockey/pwhl/athletes/san_jose/san_jose_team_profile_source_candidate_02/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A27,womens_hockey,Women's Hockey,athlete_photo,san_jose,operator_add_player_from_league_player_index,san_jose_league_player_index_candidate_03,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/san_jose.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/stats/player-stats,assets/leagues/womens_hockey/pwhl/athletes/san_jose/san_jose_league_player_index_candidate_03/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A28,womens_hockey,Women's Hockey,athlete_photo,seattle_torrent,operator_add_player_from_team_roster,seattle_torrent_roster_source_candidate_01,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/seattle_torrent.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/teams/seattle-torrent/roster,assets/leagues/womens_hockey/pwhl/athletes/seattle_torrent/seattle_torrent_roster_source_candidate_01/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A29,womens_hockey,Women's Hockey,athlete_photo,seattle_torrent,operator_add_player_from_team_profile_source,seattle_torrent_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/seattle_torrent.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/teams/seattle-torrent,assets/leagues/womens_hockey/pwhl/athletes/seattle_torrent/seattle_torrent_team_profile_source_candidate_02/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A30,womens_hockey,Women's Hockey,athlete_photo,seattle_torrent,operator_add_player_from_league_player_index,seattle_torrent_league_player_index_candidate_03,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/seattle_torrent.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/stats/player-stats,assets/leagues/womens_hockey/pwhl/athletes/seattle_torrent/seattle_torrent_league_player_index_candidate_03/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A31,womens_hockey,Women's Hockey,athlete_photo,toronto_sceptres,operator_add_player_from_team_roster,toronto_sceptres_roster_source_candidate_01,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/toronto_sceptres.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/teams/toronto-sceptres/roster,assets/leagues/womens_hockey/pwhl/athletes/toronto_sceptres/toronto_sceptres_roster_source_candidate_01/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A32,womens_hockey,Women's Hockey,athlete_photo,toronto_sceptres,operator_add_player_from_team_profile_source,toronto_sceptres_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/toronto_sceptres.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/teams/toronto-sceptres,assets/leagues/womens_hockey/pwhl/athletes/toronto_sceptres/toronto_sceptres_team_profile_source_candidate_02/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A33,womens_hockey,Women's Hockey,athlete_photo,toronto_sceptres,operator_add_player_from_league_player_index,toronto_sceptres_league_player_index_candidate_03,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/toronto_sceptres.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/stats/player-stats,assets/leagues/womens_hockey/pwhl/athletes/toronto_sceptres/toronto_sceptres_league_player_index_candidate_03/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A34,womens_hockey,Women's Hockey,athlete_photo,vancouver_goldeneyes,operator_add_player_from_team_roster,vancouver_goldeneyes_roster_source_candidate_01,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/vancouver_goldeneyes.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/teams/vancouver-goldeneyes/roster,assets/leagues/womens_hockey/pwhl/athletes/vancouver_goldeneyes/vancouver_goldeneyes_roster_source_candidate_01/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A35,womens_hockey,Women's Hockey,athlete_photo,vancouver_goldeneyes,operator_add_player_from_team_profile_source,vancouver_goldeneyes_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/vancouver_goldeneyes.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/teams/vancouver-goldeneyes,assets/leagues/womens_hockey/pwhl/athletes/vancouver_goldeneyes/vancouver_goldeneyes_team_profile_source_candidate_02/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A36,womens_hockey,Women's Hockey,athlete_photo,vancouver_goldeneyes,operator_add_player_from_league_player_index,vancouver_goldeneyes_league_player_index_candidate_03,source_candidate_only_local_asset_missing,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/vancouver_goldeneyes.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,https://www.thepwhl.com/en/stats/player-stats,assets/leagues/womens_hockey/pwhl/athletes/vancouver_goldeneyes/vancouver_goldeneyes_league_player_index_candidate_03/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
