focus_rank,priority,focus_bucket,source_surface,sport_family,sport_label,league_name,asset_domain,candidate_entity_id,display_name_or_lane,why_row_matters,exact_row_ref,source_priority_row_ref_or_filter,open_first_file,manual_intake_file_to_open,source_or_evidence_to_open,evidence_or_candidate_blocker,next_safe_operator_action,fields_mike_can_fill_now,fields_to_keep_blank_or_no,do_not_do,download_approved,source_url,entity_id,rights_class,identity_confidence,intended_review_only_use,operator_decision,operator_notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,logo_writes,segmentation_writes,approved_marker_writes,publish_ready,auto_approval,auto_publish,move_files,paid_apis
VF22,P0,source_map_official_action_photo_gallery_search,source_map_board,womens_hockey,Women's Hockey,Professional Women's Hockey League,action_photo,official_action_photo_gallery_search,official_action_photo_gallery_search,P0 source lane: PWHL event/gallery lead; player/team/date context and official caption clues; limitation: URL/search lead only; no files may be downloaded and no render-feed trust changes from this board.,data/asset_registry/hockey_softball_source_map_board.csv#row=3,,data/asset_registry/hockey_softball_source_map_board.csv,data/asset_registry/hockey_softball_source_research_return_intake.csv,"""[athlete]"" PWHL ""[team]"" gallery OR recap site:thepwhl.com",URL/search lead only; no files may be downloaded and no render-feed trust changes from this board.,Paste URL/evidence leads into the human-edited source research return intake; keep download and approval fields blank/no.,manual_source_notes_only_after_human_open,download_approved=no; source_url; entity_id; rights_class; identity_confidence; intended_review_only_use; operator_decision,"do not fetch source pages from this artifact; do not copy search macros into download-law source_url; do not download, approve, move, or publish",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF23,P0,source_map_official_roster_team_player_pages,source_map_board,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,official_roster_team_player_pages,official_roster_team_player_pages,P0 source lane: official roster/team/profile identity anchor; not roster truth until manual confirmation; limitation: does not provide a local headshot/action-photo asset and does not approve identity or source rights automatically,data/asset_registry/hockey_softball_source_map_board.csv#row=2,sport_family=womens_hockey;asset_domain=athlete_photo,data/asset_registry/hockey_softball_source_map_board.csv,data/asset_registry/hockey_softball_source_verification_checklist.csv,https://www.thepwhl.com/en/stats/player-stats,does not provide a local headshot/action-photo asset and does not approve identity or source rights automatically,"Open the source verification checklist; after manual source-page review, fill source-review fields only and keep identity/local-file approval held.",manual_source_notes_only_after_human_open,download_approved=no; source_url; entity_id; rights_class; identity_confidence; intended_review_only_use; operator_decision,"do not fetch source pages from this artifact; do not copy search macros into download-law source_url; do not download, approve, move, or publish",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF24,P0,source_map_official_logo_league_team_pages,source_map_board,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,official_logo_league_team_pages,official_logo_league_team_pages,P0 source lane: league/team mark identity source candidate; not a local logo asset; limitation: source page is not a downloadable asset and does not approve renderer trust without local candidate review,data/asset_registry/hockey_softball_source_map_board.csv#row=1,sport_family=womens_hockey;asset_domain=logo,data/asset_registry/hockey_softball_source_map_board.csv,data/asset_registry/hockey_softball_intake_readiness_summary.csv,https://www.thepwhl.com/en/teams/boston-fleet,source page is not a downloadable asset and does not approve renderer trust without local candidate review,Use logo contact sheet and intake readiness summary; keep registry hold-only until local logo candidate and separate human approval exist.,manual_source_notes_only_after_human_open,download_approved=no; source_url; entity_id; rights_class; identity_confidence; intended_review_only_use; operator_decision,"do not fetch source pages from this artifact; do not copy search macros into download-law source_url; do not download, approve, move, or publish",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF25,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,softball,Softball,Athletes Unlimited Softball League,logo,ausl,ausl,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=19,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=68;filter=sport_family=softball;asset_domain=logo;candidate_entity_id=ausl,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_review_intake.csv,https://theausl.com/,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF26,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,softball,Softball,Athletes Unlimited Softball League,logo,carolina_blaze,carolina_blaze,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=20,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=69;filter=sport_family=softball;asset_domain=logo;candidate_entity_id=carolina_blaze,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_review_intake.csv,https://theausl.com/blaze/,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF27,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,softball,Softball,Athletes Unlimited Softball League,logo,chicago_bandits,chicago_bandits,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=21,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=70;filter=sport_family=softball;asset_domain=logo;candidate_entity_id=chicago_bandits,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_review_intake.csv,https://theausl.com/bandits/,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF28,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,softball,Softball,Athletes Unlimited Softball League,logo,oklahoma_city_spark,oklahoma_city_spark,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=22,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=71;filter=sport_family=softball;asset_domain=logo;candidate_entity_id=oklahoma_city_spark,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_review_intake.csv,https://theausl.com/spark/,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF29,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,softball,Softball,Athletes Unlimited Softball League,logo,portland_cascade,portland_cascade,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=23,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=72;filter=sport_family=softball;asset_domain=logo;candidate_entity_id=portland_cascade,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_review_intake.csv,https://theausl.com/cascade/,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF30,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,softball,Softball,Athletes Unlimited Softball League,logo,texas_volts,texas_volts,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=24,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=73;filter=sport_family=softball;asset_domain=logo;candidate_entity_id=texas_volts,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_review_intake.csv,https://theausl.com/volts/,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF31,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,softball,Softball,Athletes Unlimited Softball League,logo,utah_talons,utah_talons,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=25,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=74;filter=sport_family=softball;asset_domain=logo;candidate_entity_id=utah_talons,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_review_intake.csv,https://theausl.com/talons/,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF32,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,boston_fleet,boston_fleet,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=26,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=55;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=boston_fleet,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,https://www.thepwhl.com/en/teams/boston-fleet,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF33,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,detroit,detroit,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=27,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=56;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=detroit,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,https://www.thepwhl.com/en/teams/detroit,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF34,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,hamilton,hamilton,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=28,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=57;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=hamilton,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,https://www.thepwhl.com/en/teams/hamilton,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF35,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,las_vegas,las_vegas,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=29,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=58;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=las_vegas,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,https://www.thepwhl.com/en/teams/las-vegas,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF36,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,minnesota_frost,minnesota_frost,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=30,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=59;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=minnesota_frost,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,https://www.thepwhl.com/en/teams/minnesota-frost,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF37,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,montreal_victoire,montreal_victoire,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=31,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=60;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=montreal_victoire,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,https://www.thepwhl.com/en/teams/montreal-victoire,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF38,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,new_york_sirens,new_york_sirens,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=32,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=61;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=new_york_sirens,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,https://www.thepwhl.com/en/teams/new-york-sirens,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF39,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,ottawa_charge,ottawa_charge,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=33,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=62;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=ottawa_charge,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,https://www.thepwhl.com/en/teams/ottawa-charge,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF40,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,pwhl,pwhl,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=34,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=63;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=pwhl,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,https://www.thepwhl.com/en/,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF41,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,san_jose,san_jose,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=35,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=64;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=san_jose,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,https://www.thepwhl.com/en/teams/san-jose,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF42,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,seattle_torrent,seattle_torrent,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=36,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=65;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=seattle_torrent,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,https://www.thepwhl.com/en/teams/seattle-torrent,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF43,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,toronto_sceptres,toronto_sceptres,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=37,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=66;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=toronto_sceptres,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,https://www.thepwhl.com/en/teams/toronto-sceptres,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF44,P1,local_logo_candidate_needed_before_logo_review,asset_review_readiness,womens_hockey,Women's Hockey,Professional Women's Hockey League,logo,vancouver_goldeneyes,vancouver_goldeneyes,P1 manual blocker: logo_source_metadata_reviewed_but_visual_logo_identity_not_reviewable_without_local_candidate; local_logo_candidate_file_missing; row is not render-ready and must stay review-only.,data/asset_registry/hockey_softball_asset_review_readiness_board.csv#row=38,data/asset_registry/hockey_softball_source_priority_worksheet.csv#rank=67;filter=sport_family=womens_hockey;asset_domain=logo;candidate_entity_id=vancouver_goldeneyes,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,https://www.thepwhl.com/en/teams/vancouver-goldeneyes,local_logo_candidate_missing_after_source_review,Open the logo contact sheet and manual intake file; wait for a human-supplied local logo candidate or later human-edited quarantine intake before logo review.,none_from_generated_board;wait_for_human_local_logo_candidate_or_human_download_intake,download_approved;source_url;entity_id;rights_class;identity_confidence;intended_review_only_use;operator_decision;reviewed_by;reviewed_at_local,do not download; do not approve; do not write headshot/logo files; do not create .approved markers; do not move files; do not publish,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
VF45,P1,source_map_reputable_news_editorial_search,source_map_board,softball,Softball,Athletes Unlimited Softball League,action_photo,reputable_news_editorial_search,reputable_news_editorial_search,P1 source lane: caption/event/photographer/context lead only; rights-sensitive manual review required; limitation: URL/search lead only; no files may be downloaded and no render-feed trust changes from this board.,data/asset_registry/hockey_softball_source_map_board.csv#row=10,,data/asset_registry/hockey_softball_source_map_board.csv,data/asset_registry/hockey_softball_source_research_return_intake.csv,"""[athlete]"" AUSL softball action Getty OR AP OR Reuters OR Imagn OR local sports gallery",URL/search lead only; no files may be downloaded and no render-feed trust changes from this board.,Paste URL/evidence leads into the human-edited source research return intake; keep download and approval fields blank/no.,manual_source_notes_only_after_human_open,download_approved=no; source_url; entity_id; rights_class; identity_confidence; intended_review_only_use; operator_decision,"do not fetch source pages from this artifact; do not copy search macros into download-law source_url; do not download, approve, move, or publish",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false
